Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10001_001,SE_A18009_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
"060379175044000208801","08000US060379175044000208801","Census Tract 2088.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2088.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005928",,,,,"06","037","91750","44000","0644000","208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,860,1202,626,517,109,476,0,29,55,0,16,52.08,43.01,9.07,39.6,0,2.41,4.58,0,1.33
"060379175044000208802","08000US060379175044000208802","Census Tract 2088.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2088.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005929",,,,,"06","037","91750","44000","0644000","208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458,918,1227,739,618,121,408,0,0,19,0,61,60.23,50.37,9.86,33.25,0,0,1.55,0,4.97
"060379175044000208902","08000US060379175044000208902","Census Tract 2089.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2089.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005930",,,,,"06","037","91750","44000","0644000","208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,894,1292,240,95,145,981,0,0,44,0,27,18.58,7.35,11.22,75.93,0,0,3.41,0,2.09
"060379175044000208903","08000US060379175044000208903","Census Tract 2089.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2089.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005931",,,,,"06","037","91750","44000","0644000","208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,943,1811,585,459,126,1036,0,0,80,0,110,32.3,25.35,6.96,57.21,0,0,4.42,0,6.07
"060379175044000208904","08000US060379175044000208904","Census Tract 2089.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2089.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005932",,,,,"06","037","91750","44000","0644000","208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,810,1949,550,368,182,1116,0,0,201,25,57,28.22,18.88,9.34,57.26,0,0,10.31,1.28,2.92
"060379175044000209102","08000US060379175044000209102","Census Tract 2091.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2091.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005933",,,,,"06","037","91750","44000","0644000","209102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,867,2152,572,422,150,1238,0,0,66,195,81,26.58,19.61,6.97,57.53,0,0,3.07,9.06,3.76
"060379175044000209103","08000US060379175044000209103","Census Tract 2091.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2091.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005934",,,,,"06","037","91750","44000","0644000","209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,862,1494,575,384,191,720,0,0,47,107,45,38.49,25.7,12.78,48.19,0,0,3.15,7.16,3.01
"060379175044000209104","08000US060379175044000209104","Census Tract 2091.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2091.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005935",,,,,"06","037","91750","44000","0644000","209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,824,890,501,326,175,310,0,0,52,17,10,56.29,36.63,19.66,34.83,0,0,5.84,1.91,1.12
"060379175044000209200","08000US060379175044000209200","Census Tract 2092, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2092, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005936",,,,,"06","037","91750","44000","0644000","209200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,922,934,472,446,26,229,0,0,137,61,35,50.54,47.75,2.78,24.52,0,0,14.67,6.53,3.75
"060379175044000209300","08000US060379175044000209300","Census Tract 2093, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2093, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005937",,,,,"06","037","91750","44000","0644000","209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072,955,1941,1088,901,187,590,0,0,215,35,13,56.05,46.42,9.63,30.4,0,0,11.08,1.8,0.67
"060379175044000209401","08000US060379175044000209401","Census Tract 2094.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2094.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005938",,,,,"06","037","91750","44000","0644000","209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433,858,1893,795,584,211,929,0,9,28,36,96,42,30.85,11.15,49.08,0,0.48,1.48,1.9,5.07
"060379175044000209402","08000US060379175044000209402","Census Tract 2094.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2094.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005939",,,,,"06","037","91750","44000","0644000","209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196,871,1838,488,379,109,1185,0,28,89,0,48,26.55,20.62,5.93,64.47,0,1.52,4.84,0,2.61
"060379175044000209403","08000US060379175044000209403","Census Tract 2094.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2094.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005940",,,,,"06","037","91750","44000","0644000","209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,801,1523,552,434,118,893,0,0,78,0,0,36.24,28.5,7.75,58.63,0,0,5.12,0,0
"060379175044000209510","08000US060379175044000209510","Census Tract 2095.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2095.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005941",,,,,"06","037","91750","44000","0644000","209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073,907,1500,701,592,109,692,0,0,19,34,54,46.73,39.47,7.27,46.13,0,0,1.27,2.27,3.6
"060379175044000209520","08000US060379175044000209520","Census Tract 2095.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2095.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005942",,,,,"06","037","91750","44000","0644000","209520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,900,1494,742,655,87,629,0,10,36,0,77,49.67,43.84,5.82,42.1,0,0.67,2.41,0,5.15
"060379175044000209810","08000US060379175044000209810","Census Tract 2098.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2098.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005943",,,,,"06","037","91750","44000","0644000","209810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,712,934,402,323,79,364,0,30,66,51,21,43.04,34.58,8.46,38.97,0,3.21,7.07,5.46,2.25
"060379175044000209820","08000US060379175044000209820","Census Tract 2098.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2098.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005944",,,,,"06","037","91750","44000","0644000","209820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,903,1682,927,624,303,547,0,0,86,53,69,55.11,37.1,18.01,32.52,0,0,5.11,3.15,4.1
"060379175044000210010","08000US060379175044000210010","Census Tract 2100.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2100.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005945",,,,,"06","037","91750","44000","0644000","210010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,688,1353,559,509,50,685,0,33,56,0,20,41.32,37.62,3.7,50.63,0,2.44,4.14,0,1.48
"060379175044000211000","08000US060379175044000211000","Census Tract 2110, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2110, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005946",,,,,"06","037","91750","44000","0644000","211000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,1614,2191,1828,1713,115,56,0,13,56,9,229,83.43,78.18,5.25,2.56,0,0.59,2.56,0.41,10.45
"060379175044000211120","08000US060379175044000211120","Census Tract 2111.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2111.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005947",,,,,"06","037","91750","44000","0644000","211120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321,1323,2493,1718,1506,212,573,0,0,138,0,64,68.91,60.41,8.5,22.98,0,0,5.54,0,2.57
"060379175044000211121","08000US060379175044000211121","Census Tract 2111.21, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2111.21, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005948",,,,,"06","037","91750","44000","0644000","211121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,1348,1208,1026,711,315,127,0,21,19,0,15,84.93,58.86,26.08,10.51,0,1.74,1.57,0,1.24
"060379175044000211122","08000US060379175044000211122","Census Tract 2111.22, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2111.22, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005949",,,,,"06","037","91750","44000","0644000","211122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1268,1539,1042,822,220,384,0,11,17,0,85,67.71,53.41,14.29,24.95,0,0.71,1.1,0,5.52
"060379175044000211201","08000US060379175044000211201","Census Tract 2112.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2112.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005950",,,,,"06","037","91750","44000","0644000","211201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1207,1615,926,690,236,575,0,34,24,0,56,57.34,42.72,14.61,35.6,0,2.11,1.49,0,3.47
"060379175044000211202","08000US060379175044000211202","Census Tract 2112.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2112.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005951",,,,,"06","037","91750","44000","0644000","211202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,898,1292,676,599,77,565,0,0,25,16,10,52.32,46.36,5.96,43.73,0,0,1.93,1.24,0.77
"060379175044000211310","08000US060379175044000211310","Census Tract 2113.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2113.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005952",,,,,"06","037","91750","44000","0644000","211310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,1000,2130,1163,1043,120,797,0,20,36,28,86,54.6,48.97,5.63,37.42,0,0.94,1.69,1.31,4.04
"060379175044000211320","08000US060379175044000211320","Census Tract 2113.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2113.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005953",,,,,"06","037","91750","44000","0644000","211320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,853,1740,934,743,191,687,0,8,42,0,69,53.68,42.7,10.98,39.48,0,0.46,2.41,0,3.97
"060379175044000211410","08000US060379175044000211410","Census Tract 2114.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2114.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005954",,,,,"06","037","91750","44000","0644000","211410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,1033,1512,1100,895,205,260,0,18,8,0,126,72.75,59.19,13.56,17.2,0,1.19,0.53,0,8.33
"060379175044000211420","08000US060379175044000211420","Census Tract 2114.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2114.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005955",,,,,"06","037","91750","44000","0644000","211420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436,1027,1834,1181,1093,88,487,0,13,17,12,124,64.39,59.6,4.8,26.55,0,0.71,0.93,0.65,6.76
"060379175044000211500","08000US060379175044000211500","Census Tract 2115, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2115, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005956",,,,,"06","037","91750","44000","0644000","211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,1197,2452,1726,1456,270,426,30,9,87,12,162,70.39,59.38,11.01,17.37,1.22,0.37,3.55,0.49,6.61
"060379175044000211701","08000US060379175044000211701","Census Tract 2117.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2117.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005957",,,,,"06","037","91750","44000","0644000","211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,1603,1404,1125,923,202,93,0,14,25,17,130,80.13,65.74,14.39,6.62,0,1,1.78,1.21,9.26
"060379175044000211703","08000US060379175044000211703","Census Tract 2117.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2117.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005958",,,,,"06","037","91750","44000","0644000","211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176,1124,3035,2036,1699,337,632,0,125,125,0,117,67.08,55.98,11.1,20.82,0,4.12,4.12,0,3.86
"060379175044000211704","08000US060379175044000211704","Census Tract 2117.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2117.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005959",,,,,"06","037","91750","44000","0644000","211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,1200,1886,1443,1311,132,178,0,22,117,27,99,76.51,69.51,7,9.44,0,1.17,6.2,1.43,5.25
"060379175044000211802","08000US060379175044000211802","Census Tract 2118.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2118.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005960",,,,,"06","037","91750","44000","0644000","211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246,1018,2284,1447,1246,201,511,0,15,122,44,145,63.35,54.55,8.8,22.37,0,0.66,5.34,1.93,6.35
"060379175044000211803","08000US060379175044000211803","Census Tract 2118.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2118.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005961",,,,,"06","037","91750","44000","0644000","211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779,1253,1972,1606,1520,86,209,0,0,75,0,82,81.44,77.08,4.36,10.6,0,0,3.8,0,4.16
"060379175044000211804","08000US060379175044000211804","Census Tract 2118.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2118.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005962",,,,,"06","037","91750","44000","0644000","211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,1196,1620,1159,1119,40,325,0,0,92,44,0,71.54,69.07,2.47,20.06,0,0,5.68,2.72,0
"060379175044000211910","08000US060379175044000211910","Census Tract 2119.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2119.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005963",,,,,"06","037","91750","44000","0644000","211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,1113,2105,1268,1065,203,601,8,0,111,14,103,60.24,50.59,9.64,28.55,0.38,0,5.27,0.67,4.89
"060379175044000211921","08000US060379175044000211921","Census Tract 2119.21, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2119.21, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005964",,,,,"06","037","91750","44000","0644000","211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,1099,1411,824,653,171,433,0,0,81,9,64,58.4,46.28,12.12,30.69,0,0,5.74,0.64,4.54
"060379175044000211922","08000US060379175044000211922","Census Tract 2119.22, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2119.22, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005965",,,,,"06","037","91750","44000","0644000","211922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,1233,2076,1377,1077,300,464,10,16,94,0,115,66.33,51.88,14.45,22.35,0.48,0.77,4.53,0,5.54
"060379175044000212101","08000US060379175044000212101","Census Tract 2121.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2121.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005966",,,,,"06","037","91750","44000","0644000","212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1039,1408,825,727,98,433,0,0,93,0,57,58.59,51.63,6.96,30.75,0,0,6.61,0,4.05
"060379175044000212102","08000US060379175044000212102","Census Tract 2121.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2121.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005967",,,,,"06","037","91750","44000","0644000","212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,1005,1348,829,573,256,411,0,0,71,0,37,61.5,42.51,18.99,30.49,0,0,5.27,0,2.74
"060379175044000212202","08000US060379175044000212202","Census Tract 2122.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2122.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005968",,,,,"06","037","91750","44000","0644000","212202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,943,1952,1129,1023,106,349,0,0,112,142,220,57.84,52.41,5.43,17.88,0,0,5.74,7.27,11.27
"060379175044000212203","08000US060379175044000212203","Census Tract 2122.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2122.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005969",,,,,"06","037","91750","44000","0644000","212203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,740,1573,412,374,38,935,0,8,172,0,46,26.19,23.78,2.42,59.44,0,0.51,10.93,0,2.92
"060379175044000212204","08000US060379175044000212204","Census Tract 2122.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2122.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005970",,,,,"06","037","91750","44000","0644000","212204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,867,1750,979,829,150,512,0,27,104,16,112,55.94,47.37,8.57,29.26,0,1.54,5.94,0.91,6.4
"060379175044000212303","08000US060379175044000212303","Census Tract 2123.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2123.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005971",,,,,"06","037","91750","44000","0644000","212303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,926,2017,706,625,81,1116,0,0,19,41,135,35,30.99,4.02,55.33,0,0,0.94,2.03,6.69
"060379175044000212304","08000US060379175044000212304","Census Tract 2123.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2123.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005972",,,,,"06","037","91750","44000","0644000","212304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,953,1007,359,350,9,636,0,0,0,0,12,35.65,34.76,0.89,63.16,0,0,0,0,1.19
"060379175044000212305","08000US060379175044000212305","Census Tract 2123.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2123.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005973",,,,,"06","037","91750","44000","0644000","212305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1039,1830,722,544,178,932,0,0,83,24,69,39.45,29.73,9.73,50.93,0,0,4.54,1.31,3.77
"060379175044000212306","08000US060379175044000212306","Census Tract 2123.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2123.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005974",,,,,"06","037","91750","44000","0644000","212306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1212,1799,900,840,60,549,0,0,188,40,122,50.03,46.69,3.34,30.52,0,0,10.45,2.22,6.78
"060379175044000212410","08000US060379175044000212410","Census Tract 2124.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2124.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005975",,,,,"06","037","91750","44000","0644000","212410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,1298,2333,1182,984,198,822,0,17,183,43,86,50.66,42.18,8.49,35.23,0,0.73,7.84,1.84,3.69
"060379175044000212420","08000US060379175044000212420","Census Tract 2124.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2124.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005976",,,,,"06","037","91750","44000","0644000","212420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1048,1372,674,540,134,549,9,0,52,13,75,49.13,39.36,9.77,40.01,0.66,0,3.79,0.95,5.47
"060379175044000212501","08000US060379175044000212501","Census Tract 2125.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2125.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005977",,,,,"06","037","91750","44000","0644000","212501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,1146,1079,733,711,22,117,10,0,87,0,132,67.93,65.89,2.04,10.84,0.93,0,8.06,0,12.23
"060379175044000212502","08000US060379175044000212502","Census Tract 2125.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2125.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005978",,,,,"06","037","91750","44000","0644000","212502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,1244,1524,859,788,71,267,0,35,110,28,225,56.36,51.71,4.66,17.52,0,2.3,7.22,1.84,14.76
"060379175044000212610","08000US060379175044000212610","Census Tract 2126.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2126.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005979",,,,,"06","037","91750","44000","0644000","212610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,1058,2103,1480,1231,249,401,0,0,61,21,140,70.38,58.54,11.84,19.07,0,0,2.9,1,6.66
"060379175044000212620","08000US060379175044000212620","Census Tract 2126.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2126.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005980",,,,,"06","037","91750","44000","0644000","212620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,1208,2095,1490,1321,169,485,0,22,71,27,0,71.12,63.05,8.07,23.15,0,1.05,3.39,1.29,0
"060379175044000212701","08000US060379175044000212701","Census Tract 2127.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2127.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005981",,,,,"06","037","91750","44000","0644000","212701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,1365,983,821,743,78,14,0,0,34,0,114,83.52,75.58,7.93,1.42,0,0,3.46,0,11.6
"060379175044000212702","08000US060379175044000212702","Census Tract 2127.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2127.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005982",,,,,"06","037","91750","44000","0644000","212702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,1714,1934,1670,1340,330,131,0,0,31,0,102,86.35,69.29,17.06,6.77,0,0,1.6,0,5.27
"060379175044000212800","08000US060379175044000212800","Census Tract 2128, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2128, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","ca","080","00","ACSSF","0005983",,,,,"06","037","91750","44000","0644000","212800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,1334,1888,1509,1185,324,232,0,0,26,0,121,79.93,62.76,17.16,12.29,0,0,1.38,0,6.41
